Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Status_Pinjaman
38,5900000,11,3,850,3500000,44,3,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
43,6000000,3,1,535,5500000,44,0,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
33,5000000,2,1,346,2000000,28,3,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
38,5600000,3,3,811,2000000,29,5,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
49,7700000,0,0,656,4000000,37,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
22,3100000,6,2,493,3500000,13,3,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
26,1500000,2,3,697,6500000,38,5,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
31,6800000,2,0,721,2500000,50,3,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Macet
41,5100000,0,0,850,4000000,50,5,6,Produktif,Sewa,Swasta,S2/S3,Bercerai,Macet
36,7100000,2,3,767,2000000,17,1,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
39,8100000,1,1,576,3000000,50,4,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
39,6400000,4,3,662,6000000,7,2,12,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
20,3000000,5,3,570,4500000,8,1,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
23,6400000,3,3,654,4000000,50,1,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
32,9000000,4,1,585,4000000,22,2,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
28,9400000,0,1,611,5000000,8,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
35,7400000,5,3,697,1500000,46,3,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
46,8000000,7,3,850,7500000,38,4,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
38,7300000,5,2,711,4000000,29,1,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
32,5700000,1,0,300,5000000,50,0,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Lancar
24,8100000,5,0,850,2500000,50,8,12,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
45,9300000,5,3,607,3000000,18,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
58,4800000,6,4,369,5000000,16,5,12,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
34,6100000,4,1,306,3500000,39,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
30,7800000,0,1,833,2500000,50,9,12,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
51,6000000,0,1,781,3500000,50,0,12,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
52,6500000,11,3,850,1500000,45,3,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
29,9300000,3,2,659,4000000,50,8,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
42,4900000,2,2,425,2000000,15,3,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
23,7900000,3,4,697,2000000,50,1,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
31,7500000,0,2,850,3500000,18,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
37,8500000,0,0,730,3000000,49,5,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
31,6800000,2,2,727,6500000,50,3,6,Produktif,Sewa,Swasta,S2/S3,Menikah,Macet
48,6400000,8,2,795,6000000,5,0,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
41,7500000,4,1,716,3000000,50,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
33,8500000,8,3,850,4000000,8,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
51,8000000,2,3,753,2500000,9,0,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
48,7700000,1,3,530,2500000,5,1,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
35,3900000,7,0,850,3500000,50,8,12,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Macet
43,8800000,4,4,620,1500000,25,4,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
24,10100000,1,3,515,3500000,50,2,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
41,4700000,1,1,540,2000000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
43,7800000,3,3,691,3500000,14,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
30,8700000,8,1,850,2500000,50,9,12,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
46,4000000,6,3,661,4000000,34,8,12,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
47,8700000,12,4,850,4500000,5,0,6,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Lancar
46,7600000,5,2,740,4000000,5,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
43,5200000,4,2,758,3500000,50,1,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
38,7300000,0,1,747,6000000,28,2,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
31,5000000,5,1,745,3000000,50,3,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
32,8200000,3,1,734,5500000,50,5,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
46,8800000,1,3,525,4000000,9,2,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
43,6900000,0,0,525,4000000,20,1,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
17,7100000,5,3,579,2500000,23,4,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
41,4500000,6,4,847,6000000,50,7,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
31,8000000,2,3,689,4000000,50,5,12,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
26,8300000,1,0,348,2000000,50,2,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
33,4600000,11,1,850,4000000,37,7,12,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Macet
42,2100000,3,1,553,4500000,13,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
62,4400000,4,5,620,4000000,24,3,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
36,9000000,3,2,633,6000000,49,2,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
37,5200000,2,0,657,4000000,5,0,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
31,6500000,4,1,669,3000000,11,1,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
34,5800000,2,2,678,1500000,50,3,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
37,5400000,3,1,644,3500000,50,2,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
35,5500000,7,3,737,4500000,50,7,12,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
42,8200000,2,2,657,4500000,50,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
31,8000000,5,2,759,3500000,50,0,12,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
23,3700000,0,2,556,2500000,33,2,12,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
25,4100000,0,1,578,2000000,37,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
36,4800000,2,2,664,4000000,50,3,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
29,7100000,2,2,578,4000000,50,3,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
31,7700000,4,2,747,3500000,50,2,12,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
42,5000000,8,1,850,4500000,20,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
43,3700000,0,3,568,5000000,41,6,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
45,7800000,8,1,762,4500000,14,0,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
27,10700000,0,2,758,2500000,50,6,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
43,5600000,9,2,745,3500000,50,8,12,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
45,6500000,7,3,850,2500000,14,2,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
37,6800000,4,2,747,2500000,11,7,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
44,9300000,7,2,814,6000000,50,7,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
26,10400000,1,2,598,4500000,50,0,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
26,8900000,6,0,850,3500000,50,1,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
40,7700000,1,3,300,5500000,50,3,12,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
48,7700000,0,3,825,5500000,9,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
28,5700000,2,0,621,6000000,40,0,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
46,5900000,5,4,651,3000000,5,0,12,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
47,6800000,5,4,850,1000000,17,4,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
23,3800000,0,3,669,5000000,50,4,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
34,3900000,0,0,566,3000000,50,0,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
42,4600000,5,2,707,4500000,14,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
31,8400000,5,0,329,5000000,50,1,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
27,7400000,1,3,445,5500000,22,3,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
37,5000000,1,2,850,3000000,50,9,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
37,6800000,2,0,850,3000000,50,6,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
47,6800000,4,3,837,4000000,41,1,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
34,6600000,0,1,646,6000000,45,2,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
32,2900000,4,2,714,1000000,33,2,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
38,7000000,5,0,315,6500000,50,5,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
36,5300000,0,2,668,5000000,50,0,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
21,2200000,8,4,850,2500000,28,3,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
32,5200000,3,2,850,2500000,26,1,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
33,7200000,1,1,776,3500000,50,3,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Macet
19,5700000,2,0,805,3500000,50,8,12,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
35,7100000,4,3,850,3500000,34,6,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
37,4900000,7,0,850,500000,6,4,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
50,6800000,1,5,304,4500000,9,5,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
15,6100000,0,0,313,7000000,50,1,12,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Lancar
28,10100000,1,1,741,4000000,13,2,6,Konsumtif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
32,7400000,2,2,400,5000000,50,3,12,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
36,6300000,3,2,689,2500000,50,3,6,Produktif,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
37,9100000,1,0,783,5000000,50,4,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Macet
24,1500000,0,2,628,3500000,50,0,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
51,7200000,3,4,612,4500000,31,0,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
37,9000000,6,3,300,2500000,36,7,6,Produktif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
39,10900000,5,3,740,3000000,50,3,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
37,10100000,2,1,586,3000000,49,2,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
39,6000000,6,1,850,5000000,40,4,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
33,6400000,2,3,463,2000000,40,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
34,7800000,2,2,707,2500000,50,7,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
44,4600000,0,2,498,1000000,5,0,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
22,7000000,8,1,615,3500000,9,1,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
27,7300000,3,2,767,2000000,8,0,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
41,7200000,1,1,529,2500000,26,1,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
40,8700000,5,1,661,7000000,23,0,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
31,5700000,0,0,659,1500000,50,4,12,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
35,7500000,1,1,518,3500000,50,3,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
37,8000000,3,3,379,2500000,31,0,12,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
39,8100000,0,1,319,3000000,50,0,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
23,6600000,3,4,528,2000000,36,2,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
32,10200000,1,3,565,3000000,50,3,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
44,3100000,4,0,759,5500000,50,4,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
29,5000000,1,2,632,3500000,50,4,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
40,5500000,0,0,512,2000000,50,3,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
22,4900000,9,0,850,4500000,50,1,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
26,7100000,5,2,850,4500000,50,3,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
30,9000000,0,2,588,3500000,50,9,24,Pendidikan,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
41,9000000,5,3,522,3500000,22,3,6,Produktif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Macet
26,7500000,6,0,850,3000000,50,5,12,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Macet
37,5200000,7,3,772,4000000,5,8,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
28,8800000,3,3,607,5000000,50,7,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
34,7300000,4,0,739,3000000,50,4,12,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
34,5700000,5,3,850,4500000,50,0,12,Produktif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
47,7200000,0,0,625,4500000,30,2,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
46,10100000,7,1,700,4500000,35,5,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
37,8000000,0,1,611,6000000,38,4,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
23,6100000,2,2,532,4000000,50,3,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
35,5300000,0,0,406,4500000,50,5,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Lancar
33,8200000,0,3,410,3500000,46,0,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
44,6800000,6,1,731,2500000,14,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
27,3000000,0,2,621,4500000,50,0,24,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
40,5000000,3,3,494,3000000,15,2,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
44,3700000,3,1,604,3500000,37,2,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
39,7500000,4,0,464,1000000,5,2,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
32,5400000,4,0,452,3500000,44,7,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
40,7600000,8,5,844,500000,5,3,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
33,7300000,2,1,633,3500000,39,3,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
45,4500000,3,0,711,1500000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
33,3100000,7,4,768,6000000,50,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
44,8900000,6,4,850,3000000,34,6,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
23,5100000,0,2,723,3500000,50,4,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Macet
38,8100000,4,0,621,4000000,31,1,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
41,6900000,10,0,850,6000000,13,3,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
34,8000000,3,0,493,4000000,45,2,12,Produktif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
40,3100000,3,2,722,0,50,3,12,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
38,8400000,4,1,847,3000000,23,5,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
50,8400000,11,3,850,1500000,46,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
39,4800000,7,3,757,4000000,5,0,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
48,5800000,10,1,835,4000000,13,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
60,7000000,5,1,850,4000000,50,6,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
34,8400000,6,4,760,6500000,50,8,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
34,9400000,3,0,533,4000000,20,6,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
44,5800000,2,1,850,4000000,13,5,12,Produktif,Sewa,Swasta,Diploma/S1,Bercerai,Macet
36,8400000,5,3,850,6500000,44,1,12,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
24,8100000,6,0,641,4500000,10,0,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
12,7400000,3,0,732,4000000,26,7,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
38,5800000,0,3,850,2500000,23,1,6,Konsumtif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
42,5700000,0,2,468,4500000,12,2,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
37,6900000,0,1,300,5000000,45,0,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
35,9800000,0,2,474,2000000,50,5,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
43,7500000,4,1,610,2500000,21,1,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
35,6600000,2,2,300,3500000,50,0,12,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
35,4500000,3,0,850,6000000,50,4,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
32,8300000,3,3,827,3500000,29,4,12,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
28,6300000,0,3,453,2500000,50,1,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
37,4700000,0,3,577,4000000,50,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
32,8500000,1,3,704,5500000,33,6,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
41,4200000,1,0,586,3500000,50,3,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
41,8100000,10,5,850,6000000,50,7,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
26,8500000,6,2,528,1500000,50,4,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
39,4400000,12,4,850,5000000,11,2,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
45,8000000,4,1,792,3500000,27,1,6,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Lancar
31,5600000,4,3,401,3000000,17,3,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
52,7700000,2,3,617,1500000,18,1,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
47,8200000,5,0,624,1500000,11,3,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
43,6700000,4,1,454,2500000,50,8,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
24,7900000,7,4,806,4500000,30,4,12,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
42,7900000,5,0,602,3500000,25,0,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
52,8600000,9,1,850,5000000,29,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
40,4900000,4,0,515,1500000,38,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
46,7400000,6,1,604,1500000,22,2,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
29,5800000,4,3,661,5000000,50,1,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
34,6400000,6,3,782,5500000,40,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
37,7500000,12,2,850,6000000,33,0,12,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
41,6900000,6,2,755,4000000,26,2,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
28,9800000,7,2,791,5000000,12,3,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
25,1300000,2,1,621,3000000,50,0,12,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
31,11800000,5,2,621,4000000,39,2,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
46,6400000,2,1,688,4500000,50,4,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
56,8600000,11,2,850,3000000,5,3,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
43,6600000,0,1,399,6000000,5,2,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
48,9900000,10,3,850,2500000,48,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
38,8100000,9,3,843,2500000,24,0,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
24,4100000,2,3,684,4000000,50,3,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
43,5200000,1,0,684,4500000,5,1,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
29,5000000,1,3,666,4500000,50,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Macet
38,5500000,1,1,690,5500000,50,0,12,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Macet
41,3400000,6,1,723,2500000,5,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
26,7400000,0,1,631,2000000,50,2,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
33,9000000,1,0,300,3500000,39,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
42,5600000,1,2,850,500000,5,0,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
