Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Prediksi_Status_Pinjaman
47,4900000,2,3,362,4000000,31,4,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
26,5600000,4,1,850,4000000,50,4,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
35,4900000,1,0,582,5500000,33,2,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
42,5400000,4,4,850,4000000,25,3,6,Produktif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
44,4400000,11,4,850,3000000,50,8,12,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
27,10000000,2,0,850,4000000,50,2,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
27,200000,3,2,587,3000000,50,7,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
35,11000000,5,2,654,5000000,50,7,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
47,10700000,2,0,653,4500000,18,1,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
26,1900000,5,2,595,4500000,27,5,12,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
36,6100000,1,2,513,3000000,45,0,12,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
54,6700000,4,4,815,2000000,5,2,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
34,3000000,1,0,763,2500000,50,8,12,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
33,9100000,6,4,805,2500000,50,6,24,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
41,4800000,3,1,649,4500000,49,2,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
24,5700000,2,2,758,5500000,50,5,12,Produktif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
42,5300000,6,0,417,2500000,30,6,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
35,3400000,0,2,626,3500000,50,2,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
43,8100000,2,0,834,3500000,50,7,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Macet
24,6800000,7,2,709,3500000,46,2,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
35,8600000,0,1,461,1500000,26,3,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
45,5700000,1,1,650,4000000,29,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
38,5100000,5,0,850,4000000,50,4,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
48,7000000,8,0,850,4000000,15,2,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
32,5800000,3,1,469,4000000,31,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
58,3800000,13,2,850,3000000,48,0,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
53,5700000,2,2,706,7500000,13,7,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
49,12500000,1,4,729,5000000,13,8,12,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
42,11700000,2,2,850,500000,14,5,6,Konsumtif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
30,4500000,0,3,538,3000000,50,1,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
35,10700000,4,3,480,2500000,5,3,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
37,6800000,3,2,776,3500000,50,5,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
46,6000000,3,1,692,3000000,32,1,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
32,6700000,1,2,587,5000000,42,0,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
40,5800000,7,2,776,3500000,5,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
31,4600000,4,3,641,5000000,32,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
34,6300000,9,0,850,0,50,7,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Macet
37,8300000,4,3,300,3000000,9,3,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
27,5700000,1,0,417,4500000,43,5,24,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
39,5800000,1,3,618,5500000,42,2,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
43,7800000,7,4,556,4000000,5,7,12,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
46,5300000,12,4,850,3500000,18,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
28,7300000,0,1,444,5500000,50,9,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
43,7500000,1,2,789,6000000,40,4,24,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
28,5900000,0,1,743,5500000,50,3,6,Produktif,Sewa,Pemerintahan,S2/S3,Bercerai,Macet
36,6400000,1,0,475,6500000,50,0,12,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
38,6600000,0,2,372,5000000,31,8,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
34,4600000,1,2,850,3000000,23,0,12,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
39,7700000,7,1,850,3000000,13,7,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
46,8000000,2,0,666,3500000,34,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
31,6900000,1,1,460,5500000,50,3,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
48,6000000,4,3,497,2500000,15,4,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
23,9500000,2,3,560,4500000,50,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
46,7900000,8,2,816,4500000,30,0,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
33,6300000,0,1,825,2500000,11,0,12,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
50,6800000,5,2,812,7000000,50,2,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
33,6900000,3,1,741,6500000,25,4,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Macet
36,8300000,10,0,850,5000000,9,4,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
42,8600000,1,0,600,3500000,34,0,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
26,3800000,2,2,732,5500000,50,4,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
49,4300000,3,0,647,4500000,38,2,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
28,8400000,6,4,784,7000000,5,1,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
34,9900000,5,2,697,3000000,5,0,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
34,7000000,5,1,620,2000000,33,0,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
35,5700000,2,1,744,6000000,50,6,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
37,10800000,5,1,671,5000000,20,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
42,8500000,0,0,603,4500000,25,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
31,4100000,3,0,835,4500000,50,3,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
47,7100000,7,2,850,500000,50,4,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
53,9400000,2,0,815,3000000,19,5,12,Produktif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
46,9300000,3,4,660,2500000,6,0,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
54,7800000,2,3,300,5000000,27,1,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
51,12900000,4,0,300,4000000,8,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
41,10800000,1,1,754,2500000,50,7,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
42,10100000,3,4,720,3500000,15,0,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
30,5900000,0,1,618,5000000,12,0,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
46,7600000,6,1,753,3000000,47,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
49,5900000,4,4,655,4000000,5,4,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
40,12200000,2,0,639,4000000,31,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
55,10800000,2,4,660,3000000,16,0,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
38,5300000,2,2,657,2000000,10,0,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
28,4600000,8,3,436,7500000,25,2,12,Pendidikan,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
32,5200000,7,1,850,4000000,50,10,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
42,6700000,3,2,683,4500000,50,5,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
20,7000000,3,2,684,4500000,28,2,12,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
43,7400000,4,3,448,3500000,5,3,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
24,5400000,2,1,489,5000000,20,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
34,7600000,8,1,850,5500000,50,8,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Macet
47,7100000,1,2,850,4000000,21,4,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
43,4300000,2,3,445,3500000,19,2,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
29,5400000,7,0,300,6000000,46,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
46,3600000,0,0,611,5000000,50,4,12,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
34,8800000,0,0,311,4000000,50,0,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Lancar
55,7100000,6,1,850,4500000,11,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
42,9300000,4,2,670,2500000,43,1,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
26,5700000,0,1,850,4500000,50,9,12,Produktif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
32,7800000,7,2,850,4500000,15,3,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
60,5300000,1,4,627,4000000,18,0,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
60,4400000,6,5,840,5500000,18,0,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
40,6500000,2,2,742,2500000,28,8,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
35,7300000,9,2,596,1000000,39,4,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
34,8500000,13,4,833,4500000,29,6,12,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
22,4400000,0,1,524,5500000,50,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
34,6800000,0,4,300,3000000,5,0,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
24,5600000,5,2,637,0,35,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
35,6200000,2,0,570,3500000,50,0,12,Produktif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
32,9900000,4,2,710,3000000,50,4,12,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
52,9600000,7,3,850,5000000,47,6,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
35,5500000,0,0,521,3000000,50,2,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
50,5400000,8,3,850,4000000,38,3,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
49,7100000,6,0,718,5500000,15,0,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
35,4400000,3,2,730,5500000,9,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
52,6200000,0,1,735,4500000,10,7,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
53,4200000,5,3,628,1500000,37,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
39,6600000,0,0,635,6500000,46,2,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
27,8700000,1,2,545,5500000,48,3,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
49,9000000,3,0,502,3500000,31,0,12,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
28,6700000,2,0,432,3500000,50,3,6,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
39,7900000,1,1,494,5000000,20,7,12,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
31,2800000,0,1,503,3000000,35,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
22,7300000,1,1,779,6500000,50,3,12,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
23,4700000,5,5,850,5000000,50,6,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
46,5200000,2,3,547,3500000,9,0,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
42,3200000,2,1,772,6000000,50,6,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
33,5200000,4,2,770,4500000,5,4,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
23,6900000,2,3,528,3500000,50,1,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
47,9100000,2,0,641,4000000,48,1,12,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
37,8900000,4,2,744,4500000,50,1,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
38,8500000,1,4,300,2500000,44,5,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
51,5400000,7,2,843,2000000,47,1,12,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Lancar
29,10100000,2,2,553,7000000,37,2,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
41,8000000,1,3,478,4000000,5,4,12,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
54,5900000,4,1,477,4000000,6,1,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
41,4600000,8,3,756,4500000,23,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
41,4400000,4,4,850,3000000,14,1,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
34,9500000,5,4,735,5500000,24,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
39,5400000,1,2,663,4000000,50,5,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
31,6100000,4,1,552,0,50,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
40,9800000,1,4,300,7000000,50,0,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
36,3800000,2,4,300,4000000,50,3,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
44,11500000,2,2,546,4000000,50,1,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
19,4800000,3,0,611,5000000,50,9,12,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
36,5600000,0,1,529,5000000,46,3,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Macet
43,8200000,1,0,378,4000000,50,1,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
28,7000000,7,3,702,6500000,34,3,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
21,6900000,0,4,509,4500000,50,4,12,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
53,5900000,5,2,850,4500000,16,1,12,Pendidikan,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
38,3300000,0,2,548,2500000,32,1,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
25,8400000,4,2,709,6000000,50,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
48,4200000,2,2,498,5500000,9,0,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
30,4100000,1,1,515,3500000,50,0,12,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
35,4400000,1,2,593,3500000,50,4,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Macet
32,7500000,5,2,850,3000000,50,8,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
48,8000000,2,2,754,6000000,38,1,12,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
54,8500000,5,4,676,2500000,44,6,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
23,5400000,6,3,581,3500000,50,0,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
45,6100000,0,1,523,500000,50,2,12,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
37,9800000,4,2,748,1500000,22,0,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
35,4700000,3,2,685,3500000,50,0,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
38,5700000,5,0,630,3000000,50,2,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
36,7500000,10,3,837,1500000,50,5,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
32,6400000,6,1,673,4500000,11,0,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
37,10700000,6,0,340,6500000,32,4,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
30,5200000,1,2,618,5000000,8,0,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
27,5600000,10,4,747,3000000,50,5,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
26,5800000,6,0,850,2500000,50,7,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Macet
43,9100000,1,0,548,2500000,34,1,6,Produktif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
37,6400000,6,2,698,1500000,38,2,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
44,8400000,4,4,850,4000000,24,5,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
33,8400000,2,3,524,2000000,34,0,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Macet
52,8100000,6,0,622,3500000,20,7,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
47,6000000,0,2,404,3500000,44,2,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
33,9600000,4,3,766,1500000,28,0,12,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
55,6600000,1,1,300,4000000,43,2,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
21,7100000,7,3,481,4000000,9,4,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
40,7600000,9,4,807,6000000,50,6,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
20,5800000,1,0,325,2000000,50,1,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
37,12400000,5,2,371,5000000,5,4,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
42,5400000,9,2,850,5500000,14,2,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
38,7500000,2,1,612,3500000,12,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
34,8700000,5,1,763,4500000,35,3,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
16,4500000,7,1,850,2000000,50,4,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Macet
34,5900000,4,3,850,4000000,50,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
37,9500000,2,1,606,7000000,50,5,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
45,6400000,2,5,300,4000000,43,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
43,8700000,2,3,542,3500000,36,0,12,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
40,8800000,15,6,850,4000000,50,4,6,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Lancar
39,7400000,6,5,850,4000000,29,4,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
28,9500000,4,2,634,6000000,50,1,12,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
46,5100000,10,6,850,4500000,7,7,24,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
31,5800000,3,3,594,4000000,50,9,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
39,7200000,3,2,679,3500000,40,0,6,Produktif,Sewa,Swasta,S2/S3,Menikah,Lancar
36,7300000,3,2,647,5000000,34,4,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
27,7800000,1,1,528,2000000,47,2,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
50,9100000,6,5,762,1000000,50,6,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
53,7200000,3,3,515,500000,5,5,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
41,5100000,0,0,300,3000000,27,1,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
39,4700000,2,2,461,3500000,40,2,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
39,10000000,0,3,689,3500000,50,5,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
35,8900000,11,3,755,4000000,6,3,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
47,2500000,6,3,848,2500000,50,2,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
35,6700000,0,1,532,4500000,33,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
45,9100000,1,0,694,6000000,38,3,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
42,10100000,0,1,451,6500000,50,0,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
33,4800000,0,2,486,5000000,50,4,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
36,3200000,7,3,707,5000000,5,1,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
35,8200000,6,2,850,2500000,19,3,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Macet
51,7300000,2,1,700,5000000,27,1,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
36,5000000,5,1,653,4500000,13,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
44,8100000,0,1,784,6000000,5,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
20,6900000,2,4,644,4500000,50,4,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
39,7500000,6,3,736,2500000,5,6,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
35,8900000,0,0,509,3000000,40,2,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
38,5500000,3,1,680,5000000,50,3,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
52,7700000,1,2,789,1500000,10,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
35,5300000,1,1,753,4000000,50,6,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
34,7100000,7,4,850,7000000,20,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
25,8600000,0,2,613,6000000,50,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
43,5100000,3,0,619,1500000,50,0,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
