order_id,customer_tier,payment_method,num_items,order_value,customer_city,device_type,past_returns,account_age_days,shipping_speed,is_fraud
O1325,Platinum,COD,4,499306,,Mobile,1,769,regular,No
O1326,gold,COD,3,236246,,Desktop,4,529,express,Yes
O1327,Silver,COD,2,163441,,mobile,4,1302,express,No
O1328,Platinum,CoD,1,71573,,Desktop,2,1298,regular,Yes
O1329,silver,cod,5,224605,,DESKTOP,1,882,regular,No
O1330,Silver,CoD,1,423465,,Mobile,0,1257,express,No
O1331,silver,COD,4,91213,,mobile,4,177,regular,No
O1332,Platinum,CoD,1,64428,,mobile,5,84,express,No
O1333,Platinum,CoD,3,132400,Medan,DESKTOP,3,635,regular,Yes
O1334,Platinum,CoD,5,302286,,Mobile,1,1357,express,No
O1335,Platinum,COD,5,61664,,DESKTOP,5,1077,express,No
O1336,Platinum,cod,1,283970,,Mobile,1,261,regular,No
O1337,gold,cod,5,57351,,mobile,,994,express,No
O1338,Platinum,COD,4,129398,jakarta,Desktop,2,48,regular,No
O1339,Gold,COD,4,466212,Jakarta,Desktop,4,288,express,No
O1340,Silver,COD,1,210693,,DESKTOP,4,888,regular,No
O1341,gold,cod,5,230352,,Desktop,2,1363,regular,No
O1342,Silver,cod,5,286593,,DESKTOP,6,1461,regular,No
O1343,gold,COD,1,50320,,Desktop,6,643,express,Yes
O1344,gold,CoD,3,87847,,Desktop,2,985,express,No
O1345,gold,COD,3,349114,,DESKTOP,6,776,express,No
O1346,Silver,cod,5,387928,,DESKTOP,5,1307,regular,Yes
O1347,silver,CoD,2,283970,,Desktop,2,1276,regular,No
O1348,Gold,CoD,3,364765,,mobile,3,713,express,No
O1349,gold,cod,1,275248,,Desktop,1,530,express,No
O1350,Silver,COD,1,138024,,DESKTOP,6,1263,regular,No
O1351,silver,cod,1,376132,,DESKTOP,1,211,express,No
O1352,silver,COD,3,297283,,mobile,5,1462,regular,No
O1353,Silver,cod,2,243483,,Mobile,4,338,express,No
O1354,Silver,CoD,3,457388,,mobile,0,206,express,No
O1355,Silver,CoD,5,162032,,Desktop,0,111,express,No
O1356,Gold,CoD,1,297407,,Mobile,3,1379,express,No
O1357,Gold,cod,4,200976,,Desktop,4,988,express,No
O1358,Gold,COD,4,480567,,mobile,4,1473,regular,No
O1359,silver,COD,2,64932,,mobile,4,1481,regular,No
O1360,Platinum,cod,1,361594,,DESKTOP,1,1414,express,No
O1361,Silver,CoD,3,485509,,Desktop,6,124,regular,No
O1362,Platinum,COD,2,103838,,Desktop,4,1274,express,No
O1363,Platinum,CoD,1,413053,,DESKTOP,1,455,express,No
O1364,Silver,CoD,2,275248,Jakarta,Mobile,4,237,regular,No
O1365,Gold,COD,2,416642,,Desktop,0,383,express,Yes
O1366,Gold,cod,4,309866,,mobile,4,912,express,Yes
O1367,gold,COD,3,233984,,Mobile,0,605,express,No
O1368,gold,CoD,4,354040,,Mobile,3,1136,express,No
O1369,Gold,cod,3,398573,,mobile,2,635,regular,No
O1370,Silver,CoD,1,337232,,mobile,1,126,express,No
O1371,Silver,cod,5,373406,,DESKTOP,4,98,express,No
O1372,Platinum,COD,5,161412,,Mobile,0,103,express,No
O1373,silver,COD,1,128517,,Mobile,6,148,regular,No
O1374,silver,COD,5,403374,,DESKTOP,2,122,regular,No
O1375,Gold,cod,5,310515,,Mobile,4,1432,regular,No
O1376,Silver,COD,5,114621,,mobile,2,1266,express,No
O1377,gold,cod,4,,,Mobile,3,647,regular,No
O1378,Platinum,cod,2,446460,,mobile,0,1139,express,No
O1379,Gold,COD,1,92705,,Mobile,4,623,regular,No
O1380,gold,COD,2,331660,,DESKTOP,4,777,regular,No
O1381,Silver,cod,5,280784,,mobile,5,1196,regular,No
O1382,Gold,CoD,1,283194,,mobile,3,214,express,No
O1383,Platinum,COD,1,284307,,Mobile,3,284,express,No
O1384,silver,cod,1,224460,,Mobile,6,1141,regular,Yes
O1385,Gold,cod,2,190887,,Desktop,5,318,express,No
O1386,silver,COD,5,234475,,Mobile,6,276,regular,No
O1387,Gold,COD,5,269549,,Desktop,5,587,regular,No
O1388,silver,cod,5,402960,,Mobile,3,490,express,Yes
O1389,silver,COD,4,371530,,Mobile,0,1410,express,No
O1390,gold,COD,3,412587,,mobile,4,673,express,No
O1391,gold,cod,2,,,mobile,3,644,express,No
O1392,silver,cod,2,351823,,Desktop,4,969,regular,No
O1393,gold,COD,3,364579,,DESKTOP,2,740,regular,No
O1394,Silver,COD,1,245284,,DESKTOP,5,353,regular,No
O1395,silver,cod,5,120576,,Mobile,0,874,express,No
O1396,Platinum,CoD,4,51377,,Mobile,3,606,regular,No
O1397,Gold,COD,2,174553,,Desktop,0,1472,express,No
O1398,silver,COD,5,464459,,DESKTOP,1,252,regular,No
O1399,Silver,COD,3,312420,,mobile,4,1001,express,No
O1400,silver,CoD,5,428540,,Desktop,4,307,regular,No
O1401,silver,cod,1,435168,,Mobile,6,300,regular,No
O1402,Silver,cod,1,,,Desktop,0,392,express,No
O1403,gold,cod,4,419686,,mobile,2,727,express,Yes
O1404,Platinum,CoD,2,393202,,Desktop,3,1234,express,No
O1405,silver,COD,1,321706,,mobile,,1345,regular,No
O1406,Silver,cod,3,367505,,mobile,6,271,regular,No
O1407,Platinum,cod,2,255060,,mobile,0,678,regular,No
O1408,silver,cod,3,209965,,mobile,6,1193,regular,No
O1409,Platinum,CoD,3,432744,,Mobile,6,833,express,No
O1410,silver,CoD,5,116722,,Mobile,3,545,express,No
O1411,silver,CoD,1,76746,,Desktop,5,19,express,No
O1412,Gold,cod,1,107298,,mobile,6,323,regular,No
O1413,gold,COD,3,469461,,Mobile,0,1478,regular,Yes
O1414,gold,CoD,2,359963,Bandung,Mobile,6,408,regular,No
O1415,Gold,COD,2,378128,,DESKTOP,5,1069,express,No
O1416,Platinum,COD,5,239679,,mobile,1,511,express,Yes
O1417,Silver,COD,5,311274,,DESKTOP,3,940,express,No
O1418,Platinum,cod,1,393202,,DESKTOP,5,1141,express,No
O1419,Platinum,cod,1,301954,,DESKTOP,5,1345,express,No
O1420,Silver,CoD,3,50114,,Desktop,6,657,regular,No
O1421,silver,COD,2,304423,,Desktop,2,1338,regular,No
O1422,Silver,CoD,4,292318,,Mobile,6,245,regular,No
O1423,silver,CoD,3,137470,,Desktop,5,200,express,No
O1424,Gold,cod,2,237418,,Mobile,6,989,express,No
O1425,gold,cod,5,105202,,Desktop,6,10,regular,No
O1426,gold,cod,5,494759,,Mobile,4,1265,regular,Yes
O1427,Platinum,CoD,5,,,Mobile,4,1201,regular,No
O1428,Gold,COD,2,268376,,DESKTOP,4,1274,express,No
O1429,gold,CoD,3,491690,,mobile,1,62,regular,No
O1430,gold,COD,3,,,DESKTOP,0,264,regular,Yes
O1431,Platinum,cod,5,237719,,Mobile,1,810,express,No
O1432,Platinum,COD,3,334902,,mobile,5,631,express,No
O1433,gold,cod,3,130745,,DESKTOP,3,1338,regular,Yes
O1434,Platinum,cod,3,110891,,mobile,3,292,regular,No
O1435,Silver,cod,2,471431,,Mobile,3,1497,regular,No
O1436,gold,cod,3,77102,Medan,Desktop,6,692,express,No
O1437,silver,cod,3,358958,,Desktop,5,626,express,No
O1438,silver,CoD,2,194576,Surabaya,Mobile,4,998,regular,No
O1439,Platinum,CoD,4,64372,,DESKTOP,0,1413,express,No
O1440,Silver,COD,5,400960,,Mobile,4,1171,express,No
O1441,silver,CoD,2,440862,,Desktop,0,724,regular,No
O1442,Platinum,cod,5,469461,,Mobile,6,1383,regular,No
O1443,silver,COD,3,422279,,Desktop,3,266,regular,Yes
O1444,silver,CoD,5,161076,,Mobile,6,62,express,No
O1445,Gold,COD,4,56645,,Desktop,6,380,express,No
O1446,Gold,COD,1,300134,,DESKTOP,1,820,express,Yes
O1447,Gold,cod,1,58839,,Desktop,4,1277,regular,No
O1448,Silver,COD,3,187379,Medan,Mobile,6,1392,express,No
O1449,silver,cod,3,162037,,Mobile,5,679,express,No
O1450,silver,cod,2,278972,,Mobile,6,991,regular,No
O1451,Platinum,COD,2,371072,,DESKTOP,2,535,regular,No
O1452,Gold,COD,5,305935,,mobile,0,219,express,No
O1453,Platinum,cod,1,354040,,Mobile,3,545,express,No
O1454,silver,cod,1,231030,,DESKTOP,3,1077,express,No
O1455,gold,COD,1,108290,,mobile,1,575,regular,Yes
O1456,Silver,cod,2,456602,,Mobile,4,337,express,No
O1457,silver,cod,1,407882,,Mobile,6,1242,regular,No
O1458,silver,COD,4,306044,,Mobile,0,177,regular,No
O1459,Gold,CoD,3,137619,surabaya,DESKTOP,0,694,regular,No
O1460,gold,cod,3,206507,,DESKTOP,1,1031,express,No
O1461,gold,CoD,4,152944,,mobile,5,84,express,No
O1462,Silver,COD,1,412587,,Mobile,1,1348,express,Yes
O1463,Silver,CoD,1,434434,Jakarta,DESKTOP,6,510,regular,No
O1464,silver,COD,2,472403,,Desktop,0,753,express,No
O1465,Gold,COD,4,240616,,DESKTOP,6,521,express,Yes
O1466,Platinum,cod,2,449672,,DESKTOP,1,1457,regular,No
O1467,Silver,CoD,3,155247,surabaya,DESKTOP,4,730,regular,No
O1468,Silver,COD,4,468397,,mobile,1,1217,regular,No
O1469,gold,cod,4,250586,,Desktop,,1036,express,No
O1470,Silver,CoD,4,248640,,DESKTOP,5,100,regular,No
O1471,Silver,COD,4,350409,,mobile,0,788,express,No
O1472,Gold,cod,3,312008,,DESKTOP,5,577,express,No
O1473,gold,cod,2,281598,,Mobile,6,43,regular,No
O1474,Platinum,CoD,1,146663,,Mobile,4,748,regular,No
O1475,Gold,COD,4,488096,,Mobile,5,825,regular,No
O1476,silver,CoD,4,435546,,Mobile,5,1284,express,No
O1477,silver,COD,3,267948,,DESKTOP,2,206,regular,No
O1478,silver,cod,2,178310,,mobile,6,1485,regular,No
O1479,Gold,CoD,2,242609,,Desktop,1,555,express,No
O1480,Platinum,COD,4,446019,,Desktop,0,703,express,No
O1481,Gold,COD,5,207991,,DESKTOP,5,452,regular,No
O1482,Silver,CoD,5,302846,,Mobile,1,143,express,No
O1483,Silver,cod,4,213618,,Mobile,4,711,regular,Yes
O1484,gold,COD,2,108710,,Desktop,6,1278,express,No
O1485,Platinum,COD,5,285627,,mobile,2,420,express,No
O1486,silver,cod,2,457245,,DESKTOP,3,1219,express,No
O1487,gold,CoD,2,111549,,Desktop,,1145,express,No
O1488,Platinum,COD,5,183135,surabaya,mobile,3,641,regular,No
O1489,Silver,CoD,1,51160,,DESKTOP,2,1284,regular,No
O1490,gold,COD,3,,,DESKTOP,5,805,regular,No
O1491,silver,CoD,4,50186,,Mobile,2,681,regular,No
O1492,Platinum,COD,5,493021,,Desktop,1,223,express,No
O1493,gold,COD,2,472794,,mobile,1,1153,express,No
O1494,Gold,CoD,5,170065,,DESKTOP,4,1057,express,No
O1495,Platinum,COD,2,161864,bandung,mobile,2,1466,regular,No
O1496,Platinum,COD,5,443078,,mobile,1,1180,regular,No
O1497,silver,CoD,1,433351,,Desktop,5,1359,regular,No
O1498,Silver,cod,5,184402,,Desktop,6,1001,regular,No
O1499,Gold,CoD,1,126422,Bandung,DESKTOP,1,1037,regular,No
O1500,gold,COD,4,460162,,DESKTOP,6,515,express,No
O1501,Platinum,COD,5,368170,,Mobile,5,401,express,No
O1502,silver,CoD,1,411791,,DESKTOP,3,291,express,No
O1503,silver,CoD,2,,,mobile,1,1287,express,No
O1504,silver,cod,5,499519,,Mobile,5,265,express,No
O1505,gold,COD,1,337596,,DESKTOP,3,257,regular,No
O1506,gold,cod,4,186336,,DESKTOP,3,200,express,No
O1507,Platinum,CoD,4,62918,,mobile,0,1182,regular,No
O1508,gold,CoD,5,183007,,Desktop,6,606,regular,No
O1509,Gold,COD,5,143532,,Mobile,6,1409,express,No
O1510,gold,COD,2,371034,,Desktop,2,1387,regular,No
O1511,silver,cod,2,492357,,mobile,1,76,regular,No
O1512,Platinum,CoD,4,168172,,Desktop,2,867,express,Yes
O1513,Silver,CoD,2,120576,,Desktop,1,972,express,No
O1514,silver,CoD,2,351424,,Desktop,6,988,express,No
O1515,gold,cod,3,154901,,Desktop,6,562,regular,No
O1516,Gold,COD,4,423864,,DESKTOP,4,534,express,No
O1517,Silver,CoD,2,322566,,mobile,4,11,regular,Yes
O1518,silver,COD,3,53841,,Desktop,6,404,express,No
O1519,Platinum,COD,2,91689,surabaya,Desktop,4,1350,regular,No
O1520,Gold,COD,2,145078,,DESKTOP,1,565,regular,No
O1521,Gold,CoD,4,477512,,mobile,3,608,express,No
O1522,gold,cod,4,383439,,Desktop,0,537,regular,No
O1523,silver,COD,5,317538,,Desktop,1,1299,express,No
O1524,silver,cod,4,463863,,mobile,0,541,express,No
O1525,Platinum,cod,4,254058,,Desktop,4,70,express,No
O1526,Platinum,COD,3,59218,Bandung,Desktop,4,1180,regular,No
O1527,gold,COD,4,166532,,DESKTOP,3,888,express,No
O1528,gold,COD,2,73028,,DESKTOP,2,1490,express,No
O1529,Gold,COD,2,485543,bandung,Mobile,,1359,regular,No
O1530,Gold,COD,2,392098,,Desktop,2,1414,regular,No
O1531,Silver,cod,2,165155,,Mobile,6,782,regular,No
O1532,Platinum,cod,5,183594,,Desktop,3,185,regular,No
O1533,gold,CoD,2,482084,,Desktop,1,365,regular,Yes
O1534,Silver,CoD,1,285914,,Mobile,6,244,express,No
O1535,Silver,CoD,5,449204,,mobile,5,1437,express,Yes
O1536,silver,CoD,4,,,Desktop,3,369,express,No
O1537,silver,CoD,3,347430,,mobile,6,410,regular,No
O1538,Silver,COD,5,269409,,DESKTOP,1,1364,regular,No
O1539,Gold,CoD,3,213313,,DESKTOP,2,382,express,No
O1540,silver,COD,1,333737,,Mobile,6,1088,regular,No
O1541,Platinum,cod,5,107551,,Desktop,3,154,regular,No
O1542,Silver,COD,2,311504,,Desktop,4,1259,express,No
O1543,gold,COD,1,449591,,mobile,2,309,express,No
O1544,gold,CoD,4,468221,,DESKTOP,5,1199,regular,No
O1545,gold,CoD,5,212353,,Mobile,6,508,express,No
O1546,Gold,cod,5,183639,,DESKTOP,4,1127,regular,No
O1547,silver,cod,2,374497,,Mobile,0,1132,regular,No
O1548,Gold,CoD,4,390700,,mobile,4,1242,regular,No
O1549,silver,cod,5,349921,,DESKTOP,1,852,express,No
O1550,Silver,CoD,5,291241,,Mobile,3,445,regular,No
O1551,Platinum,CoD,4,240215,,DESKTOP,,83,express,No
O1552,Platinum,cod,5,51765,,DESKTOP,3,739,regular,No
O1553,Gold,cod,1,474345,,DESKTOP,4,866,regular,No
O1554,gold,COD,3,314956,,mobile,4,117,regular,No
O1555,gold,COD,4,392308,,Mobile,5,1280,express,No
O1556,Platinum,cod,1,171991,,Mobile,0,346,express,No
O1557,Silver,cod,3,427468,,mobile,6,861,express,No
O1558,silver,CoD,5,258855,surabaya,mobile,5,1285,regular,Yes
O1559,gold,COD,1,154561,,Desktop,4,494,regular,No
O1560,silver,CoD,2,110145,,Desktop,6,1268,regular,No
O1561,gold,CoD,5,228841,,Mobile,4,346,regular,No
O1562,Platinum,COD,2,404814,,DESKTOP,0,411,regular,No
O1563,silver,COD,4,403669,Medan,Mobile,,930,regular,No
O1564,Platinum,COD,3,114965,,DESKTOP,4,1219,regular,No
O1565,Silver,COD,5,173272,,mobile,0,235,express,No
O1566,silver,COD,3,103922,,mobile,3,691,express,No
O1567,gold,cod,1,64751,,mobile,4,1028,express,No
O1568,Silver,CoD,1,311106,,Mobile,4,299,regular,No
O1569,Silver,CoD,3,405602,,Desktop,1,1215,express,No
O1570,Gold,COD,1,275897,,Desktop,3,126,express,No
O1571,Gold,CoD,3,487255,,Desktop,5,359,express,No
O1572,Silver,cod,4,53841,Medan,DESKTOP,6,543,express,No
O1573,Silver,cod,1,383871,,mobile,3,971,regular,No
O1574,silver,COD,4,263287,,mobile,5,732,regular,Yes
O1575,Silver,CoD,3,428869,,Desktop,4,1035,regular,No
O1576,Silver,CoD,4,,,DESKTOP,1,897,express,No
O1577,Gold,cod,4,276861,,Desktop,4,639,regular,No
O1578,gold,COD,4,151459,,mobile,0,668,express,No
O1579,Gold,CoD,3,230699,,DESKTOP,2,57,regular,No
O1580,Platinum,cod,1,129801,,mobile,6,161,express,No
O1581,gold,CoD,4,258855,,DESKTOP,2,793,express,No
O1582,silver,COD,4,350409,jakarta,Desktop,6,908,regular,No
O1583,Gold,COD,4,73683,,DESKTOP,3,40,regular,No
O1584,gold,COD,3,144559,,DESKTOP,5,776,express,No
O1585,Platinum,COD,4,297127,,mobile,2,1115,regular,No
O1586,Platinum,cod,4,91806,Surabaya,DESKTOP,1,125,regular,No
O1587,silver,cod,2,122657,,mobile,6,61,express,Yes
O1588,gold,COD,2,70875,,Desktop,3,215,regular,No
O1589,Gold,CoD,1,236560,,mobile,3,279,regular,No
O1590,gold,CoD,3,51140,,mobile,2,1198,regular,No
O1591,gold,COD,5,295111,,Desktop,6,266,express,No
O1592,silver,cod,3,205482,,Mobile,5,558,express,No
O1593,silver,COD,4,133213,,Desktop,4,370,express,No
O1594,Platinum,CoD,5,468217,,DESKTOP,5,1172,regular,No
O1595,Platinum,CoD,4,198020,,Desktop,,491,express,No
O1596,Gold,CoD,4,399714,,Desktop,1,575,express,No
O1597,gold,cod,3,139380,,Mobile,0,273,express,No
O1598,silver,cod,5,179434,,Mobile,0,987,express,No
O1599,Silver,CoD,5,223168,,Desktop,6,1206,express,No
O1600,Gold,COD,5,392683,,Desktop,6,663,regular,No
O1601,gold,CoD,1,405728,,DESKTOP,5,858,regular,No
O1602,gold,COD,3,353404,,DESKTOP,0,230,regular,No
O1603,silver,CoD,3,121474,,Mobile,4,1076,express,Yes
O1604,silver,CoD,4,463406,,Desktop,5,1019,express,No
O1605,gold,COD,3,90493,,Desktop,4,667,express,No
O1606,Platinum,COD,4,100495,,Desktop,4,636,regular,No
O1607,Silver,cod,3,129677,,mobile,6,802,regular,No
O1608,Silver,COD,5,235215,,DESKTOP,,1173,express,No
O1609,gold,cod,3,242479,,Desktop,1,394,regular,No
O1610,gold,cod,2,152537,,mobile,2,968,express,No
O1611,silver,COD,3,174815,,DESKTOP,3,743,regular,No
O1612,gold,COD,4,178084,,Mobile,2,885,regular,No
O1613,silver,CoD,3,179591,,mobile,2,314,express,No
O1614,Platinum,COD,3,64126,,DESKTOP,0,884,express,No
O1615,gold,CoD,5,104128,,DESKTOP,0,946,express,No
O1616,gold,cod,2,60023,,DESKTOP,6,315,express,No
O1617,Platinum,cod,1,348964,,mobile,3,1036,express,No
O1618,Silver,CoD,5,296630,,DESKTOP,3,1386,regular,Yes
O1619,silver,cod,3,102196,,mobile,1,1125,express,No
O1620,silver,cod,1,299204,,Mobile,2,1038,regular,No
O1621,silver,cod,2,304964,,DESKTOP,4,1440,express,No
O1622,Gold,COD,3,122359,,mobile,0,1486,express,No
O1623,silver,CoD,2,337232,,DESKTOP,4,1289,express,Yes
O1624,Platinum,cod,5,268157,,mobile,2,443,regular,No
O1625,Platinum,CoD,3,161338,,mobile,3,301,express,No
O1626,silver,COD,1,292625,,Mobile,6,871,express,No
O1627,Platinum,CoD,5,409401,,mobile,0,1383,regular,No
O1628,silver,CoD,3,201219,,DESKTOP,0,1067,regular,No
O1629,Platinum,cod,4,391611,,mobile,6,568,regular,No
O1630,silver,COD,5,400288,,DESKTOP,1,1259,regular,No
O1631,Gold,CoD,2,460601,,Mobile,5,158,express,No
O1632,Silver,COD,2,294240,,Mobile,5,538,regular,No
O1633,silver,COD,3,237719,,mobile,6,1382,express,No
O1634,Gold,CoD,5,373024,,DESKTOP,0,1209,express,No
O1635,Silver,COD,4,177733,,DESKTOP,2,184,express,No
O1636,silver,CoD,1,427604,,DESKTOP,0,1135,regular,No
O1637,Platinum,COD,4,212571,,Desktop,6,267,regular,No
O1638,gold,cod,2,303488,,Mobile,1,369,regular,No
O1639,Gold,COD,1,392683,,Mobile,5,355,express,No
O1640,Platinum,cod,1,384997,,Desktop,4,386,express,No
O1641,Silver,cod,5,499306,,Mobile,0,399,express,No
O1642,Gold,COD,1,219197,,DESKTOP,3,1438,regular,No
O1643,silver,cod,2,398770,,Desktop,0,330,express,No
O1644,gold,COD,2,368495,Jakarta,DESKTOP,5,136,express,No
O1645,silver,COD,3,390233,,Mobile,1,120,regular,No
O1646,Platinum,cod,1,79778,,mobile,5,589,regular,No
O1647,silver,CoD,1,207298,,Mobile,3,1340,express,No
O1648,silver,COD,2,54111,,Mobile,0,675,express,No
O1649,Gold,CoD,4,161512,,mobile,2,195,regular,No
O1650,silver,COD,3,265578,,Mobile,3,434,regular,No
O1651,Gold,COD,5,327528,,mobile,5,1027,regular,Yes
O1652,silver,CoD,1,299204,,mobile,4,1018,express,No
O1653,Gold,cod,5,162910,,mobile,3,426,express,No
O1654,Silver,COD,2,478172,,mobile,2,1092,regular,No
O1655,Gold,cod,3,66918,,Desktop,5,1388,regular,No
O1656,silver,CoD,4,307669,,Desktop,2,732,regular,No
O1657,Silver,CoD,5,233702,surabaya,mobile,0,159,express,No
O1658,Gold,cod,3,,,Desktop,4,445,express,No
O1659,Gold,COD,3,114637,,Desktop,2,813,express,No
O1660,Gold,CoD,4,203679,surabaya,Desktop,6,1165,regular,No
O1661,Silver,CoD,4,93389,,mobile,0,979,regular,No
O1662,Platinum,COD,2,307836,,mobile,3,442,regular,No
O1663,Platinum,CoD,4,68870,jakarta,DESKTOP,4,1364,regular,No
O1664,Platinum,COD,2,480658,,Desktop,4,1022,regular,No
O1665,Silver,cod,2,193949,,DESKTOP,1,1373,regular,No
O1666,silver,cod,4,343351,,Mobile,4,701,express,No
O1667,Platinum,COD,1,77766,,mobile,4,1066,regular,No
O1668,Gold,cod,4,395393,,DESKTOP,6,297,express,Yes
O1669,Silver,CoD,1,146254,,mobile,5,1480,express,No
O1670,Platinum,COD,2,197383,Bandung,Mobile,6,979,express,No
O1671,Gold,CoD,2,252878,,Mobile,3,323,regular,Yes
O1672,Silver,cod,4,490970,,Mobile,2,686,express,No
O1673,Silver,COD,4,308231,,Desktop,2,415,regular,Yes
O1674,Silver,cod,3,65150,,Desktop,0,940,regular,No
O1675,Silver,cod,4,323025,,mobile,5,1038,express,No
O1676,Silver,CoD,2,194336,,mobile,2,320,regular,No
O1677,Gold,COD,2,283717,,DESKTOP,4,246,express,No
O1678,Platinum,cod,1,121593,,mobile,1,1001,regular,No
O1679,Silver,CoD,4,103223,,mobile,5,1496,express,No
O1680,Silver,COD,5,310828,,mobile,5,1447,express,No
O1681,silver,COD,2,468629,,DESKTOP,3,918,express,No
O1682,Gold,CoD,5,498943,jakarta,DESKTOP,5,668,regular,No
O1683,gold,COD,3,231986,,Mobile,2,34,express,No
O1684,silver,cod,1,450613,,DESKTOP,0,1205,regular,No
O1685,Silver,COD,2,412396,,DESKTOP,4,1271,express,No
O1686,silver,COD,2,63074,,Desktop,4,1021,express,No
O1687,silver,cod,1,139697,bandung,Mobile,0,481,express,No
O1688,Platinum,COD,1,,,mobile,6,1428,express,No
O1689,Platinum,cod,5,306044,,mobile,1,241,regular,Yes
O1690,Silver,COD,1,436754,,DESKTOP,5,574,regular,No
O1691,silver,COD,4,336922,,DESKTOP,6,568,regular,No
O1692,Platinum,CoD,1,478260,bandung,DESKTOP,6,379,express,No
O1693,gold,CoD,3,458773,,mobile,2,77,regular,No
O1694,Silver,COD,4,451201,,mobile,5,1056,regular,No
O1695,gold,COD,2,324084,,mobile,2,462,express,No
O1696,gold,COD,4,469492,,mobile,3,1477,express,No
O1697,silver,cod,1,156491,,Mobile,1,209,regular,No
O1698,silver,cod,1,186549,,Mobile,4,901,regular,Yes
O1699,silver,CoD,2,136642,,Desktop,5,269,express,No
O1700,Silver,cod,5,474689,,mobile,2,724,express,No
O1701,Silver,COD,2,452910,,Mobile,0,806,regular,No
O1702,Silver,cod,4,303130,,DESKTOP,3,1322,regular,No
O1703,silver,cod,5,399456,,Desktop,4,269,express,No
O1704,Platinum,COD,2,291844,,DESKTOP,6,840,express,No
O1705,silver,cod,2,488098,,mobile,1,425,regular,No
O1706,gold,cod,2,134026,,Mobile,2,666,regular,No
O1707,Platinum,COD,5,423864,,Mobile,6,1319,express,No
O1708,Platinum,CoD,5,328941,,Mobile,4,1049,regular,No
O1709,Silver,CoD,3,183007,,Mobile,4,523,regular,No
O1710,silver,COD,3,172869,jakarta,Mobile,6,1448,express,No
O1711,Platinum,CoD,4,365395,Jakarta,Desktop,0,696,express,No
O1712,Gold,COD,4,182698,,Mobile,5,1441,regular,No
O1713,Platinum,COD,4,52675,,mobile,0,458,express,Yes
O1714,gold,cod,4,155555,,Desktop,6,689,express,No
O1715,Silver,COD,4,158190,,mobile,0,589,express,No
O1716,Silver,CoD,1,175804,,Mobile,4,98,regular,No
O1717,Gold,CoD,2,232939,,Mobile,5,899,regular,No
O1718,gold,cod,3,154209,,Mobile,1,1371,express,No
O1719,gold,cod,4,373370,Bandung,Desktop,6,899,regular,No
O1720,Platinum,CoD,4,195391,,Desktop,4,633,express,No
O1721,Silver,cod,2,253758,,DESKTOP,3,700,regular,No
O1722,Platinum,COD,1,349441,,mobile,1,448,regular,No
O1723,gold,CoD,1,340222,,mobile,4,499,regular,No
O1724,gold,cod,1,108548,,DESKTOP,4,757,regular,No
O1725,silver,CoD,2,,,Desktop,1,797,regular,No
O1726,gold,cod,3,356103,,mobile,1,373,regular,No
O1727,silver,cod,1,223492,,DESKTOP,6,1429,regular,No
O1728,silver,cod,4,294021,,Desktop,4,1272,regular,No
O1729,Platinum,COD,2,487025,,mobile,,484,regular,No
O1730,Silver,CoD,5,50114,,Desktop,6,1053,express,No
O1731,Silver,cod,3,,,Mobile,0,367,regular,No
O1732,Platinum,CoD,2,61254,,mobile,1,332,express,No
O1733,Gold,CoD,5,168162,,Mobile,0,335,regular,No
O1734,Platinum,COD,4,425245,Surabaya,mobile,2,777,regular,No
O1735,silver,CoD,5,114502,,Mobile,1,946,express,No
O1736,Silver,CoD,2,393825,,mobile,2,538,express,Yes
O1737,gold,cod,5,363315,,mobile,4,1330,express,No
O1738,Gold,cod,5,165436,Bandung,mobile,3,495,regular,No
O1739,Silver,CoD,5,130002,,DESKTOP,4,1205,regular,No
O1740,Gold,cod,4,192703,,Desktop,0,1026,regular,No
O1741,Gold,COD,1,271379,,Mobile,6,838,express,No
O1742,gold,cod,5,104128,,DESKTOP,6,458,regular,No
O1743,gold,cod,4,476567,,Desktop,0,622,regular,No
O1744,gold,cod,4,330594,,Desktop,1,49,express,No
O1745,Platinum,CoD,3,495851,,DESKTOP,1,931,express,Yes
O1746,Platinum,COD,1,376958,Surabaya,DESKTOP,2,838,express,No
O1747,Gold,CoD,2,291193,,Mobile,0,94,regular,No
O1748,gold,CoD,2,91052,bandung,DESKTOP,2,668,express,No
O1749,Platinum,COD,2,94449,,mobile,5,1463,express,No
O1750,Platinum,CoD,1,347457,,Desktop,5,1331,regular,No
O1751,silver,CoD,5,237418,,Mobile,3,1053,express,No
O1752,gold,COD,1,308432,,Mobile,4,28,regular,Yes
O1753,silver,CoD,2,278018,,DESKTOP,1,367,regular,No
O1754,silver,cod,2,486470,,mobile,1,865,regular,No
O1755,Gold,COD,4,451360,,mobile,1,1459,regular,No
O1756,gold,CoD,2,370546,,Desktop,,216,regular,No
O1757,Gold,CoD,1,435620,,mobile,3,786,express,No
O1758,silver,cod,1,231528,,DESKTOP,2,813,regular,No
O1759,Platinum,CoD,1,428444,,DESKTOP,6,920,regular,No
O1760,Silver,cod,5,304964,,Mobile,4,1185,regular,No
O1761,gold,cod,3,479059,,mobile,4,412,regular,No
O1762,Platinum,COD,2,442775,,mobile,3,761,express,Yes
O1763,gold,cod,4,368289,,mobile,5,1164,regular,No
O1764,Platinum,COD,1,253758,,Mobile,5,1146,regular,No
O1765,Silver,COD,4,,,Desktop,3,117,regular,No
