customer_id,subscription_plan,age,avg_watch_time,monthly_app_opens,device_type,region,past_complaints,months_subscribed,total_transactions,customer_lifetime_value
C1434,Standard,18,149,2,MOBILE,,1,8,11,1369037
C1435,Basic,34,75,31,MOBILE,,4,25,3,1933114
C1436,Premium,48,65,70,desktop,,1,34,1,1187589
C1437,basic,32,188,145,Mobile,,1,7,2,1849142
C1438,basic,23,71,82,desktop,,1,10,8,1510211
C1439,standard,52,28,13,desktop,,3,4,4,1430133
C1440,premium,55,55,133,Desktop,,1,35,4,1010764
C1441,basic,51,185,80,desktop,,1,19,6,1671795
C1442,premium,46,76,47,desktop,,1,10,2,1255021
C1443,standard,41,,3,desktop,,1,5,10,1390201
C1444,basic,23,155,90,desktop,,0,11,2,321682
C1445,basic,26,67,65,Mobile,,5,25,6,1695316
C1446,basic,41,181,3,mobile,Medan,1,17,8,1556349
C1447,Premium,25,176,116,MOBILE,,3,1,0,493435
C1448,premium,32,172,144,Mobile,,4,2,10,1760391
C1449,Premium,59,69,112,mobile,,1,15,9,1499887
C1450,Standard,38,26,68,Desktop,Bandung,0,21,1,686860
C1451,Standard,54,168,97,mobile,,3,31,0,1958945
C1452,premium,43,158,15,Mobile,,5,28,8,952398
C1453,Basic,24,183,133,Mobile,Jakarta,0,17,0,978562
C1454,standard,53,185,131,desktop,,3,23,11,1512362
C1455,basic,26,,23,Desktop,,0,2,0,1276965
C1456,Basic,33,106,88,mobile,,0,32,6,1208322
C1457,premium,38,89,37,MOBILE,Surabaya,3,23,10,1944760
C1458,Basic,37,,90,Mobile,Bandung,1,30,0,544420
C1459,Basic,34,146,117,mobile,,1,13,5,471032
C1460,Basic,27,55,86,Mobile,,2,8,7,337432
C1461,standard,25,58,71,mobile,,4,22,6,1293165
C1462,Basic,27,37,61,MOBILE,Surabaya,0,8,1,50486
C1463,Premium,56,197,105,mobile,,2,11,0,1925473
C1464,premium,44,,49,MOBILE,,0,33,8,1981354
C1465,Standard,53,132,60,desktop,,3,32,11,487671
C1466,Basic,57,69,110,Desktop,,4,20,10,1007306
C1467,Standard,18,45,82,Mobile,Medan,1,3,10,952092
C1468,Standard,20,17,71,Mobile,,1,33,3,233087
C1469,standard,31,15,144,Mobile,,2,35,9,744538
C1470,premium,26,92,98,desktop,,2,17,6,515789
C1471,basic,24,52,61,desktop,,3,4,3,1394263
C1472,Premium,41,141,48,Mobile,,2,19,10,993493
C1473,Basic,41,151,27,desktop,,5,3,10,1529263
C1474,Standard,40,182,67,mobile,,2,9,7,723248
C1475,Basic,52,192,95,Desktop,jakarta,0,6,11,1781660
C1476,basic,46,102,124,mobile,,1,11,11,860408
C1477,Basic,25,194,148,Mobile,,2,13,0,1520081
C1478,Premium,58,143,63,Desktop,,2,10,2,10176
C1479,Basic,37,71,71,mobile,,2,14,8,1677695
C1480,Standard,39,21,89,mobile,,4,10,7,267727
C1481,premium,43,70,70,mobile,,1,21,9,1676092
C1482,basic,49,176,14,desktop,,1,13,5,1913661
C1483,premium,48,132,113,Mobile,,4,29,7,599724
C1484,basic,50,30,85,MOBILE,,2,27,2,988459
C1485,standard,42,132,125,mobile,Bandung,4,34,7,1199020
C1486,Basic,37,160,100,mobile,Surabaya,1,15,6,451620
C1487,Standard,43,48,61,mobile,,5,21,4,1608876
C1488,Premium,23,30,81,Desktop,,4,7,11,755180
C1489,Standard,38,13,104,MOBILE,,0,19,5,881587
C1490,Standard,41,69,138,Mobile,,2,24,5,844982
C1491,premium,59,53,129,desktop,,0,1,0,1334390
C1492,Premium,58,141,82,desktop,,1,30,6,1220831
C1493,basic,53,22,30,Desktop,,3,11,2,307410
C1494,premium,46,74,110,Desktop,,0,34,9,781431
C1495,Premium,25,192,95,Mobile,,5,1,1,646744
C1496,basic,33,67,84,MOBILE,,3,15,11,365967
C1497,basic,41,113,77,desktop,,5,34,2,1722108
C1498,Standard,23,43,76,MOBILE,bandung,0,22,6,1234944
C1499,premium,53,33,117,Mobile,,3,34,1,839620
C1500,basic,43,14,63,Desktop,,4,12,10,1764011
C1501,premium,53,62,8,mobile,,0,31,7,1268468
C1502,Standard,52,147,6,MOBILE,,2,16,4,1653936
C1503,Standard,45,129,25,Mobile,,1,13,4,1610279
C1504,standard,29,140,32,MOBILE,,4,7,6,1846567
C1505,Standard,37,103,118,MOBILE,,5,12,1,1384725
C1506,Standard,41,143,133,mobile,,4,9,5,1549394
C1507,Premium,51,60,139,desktop,,5,34,11,399093
C1508,Basic,38,114,88,mobile,,4,22,7,714621
C1509,standard,53,186,119,Desktop,,2,20,0,-65271
C1510,premium,25,141,10,mobile,,3,15,1,1051502
C1511,Basic,44,155,102,Mobile,,5,31,8,1731063
C1512,standard,56,156,6,mobile,,0,24,8,96826
C1513,Standard,18,108,110,Desktop,,3,17,1,968933
C1514,premium,28,101,85,Desktop,,0,32,2,2164884
C1515,basic,27,165,131,desktop,Jakarta,5,23,6,2160760
C1516,standard,45,183,128,Desktop,,3,18,1,-178896
C1517,basic,41,141,78,desktop,,4,5,10,1858769
C1518,premium,37,139,11,MOBILE,,1,1,0,1091751
C1519,Basic,36,136,9,MOBILE,,2,18,0,698682
C1520,Standard,54,104,116,MOBILE,,1,12,3,1799778
C1521,premium,19,151,17,Desktop,,3,13,1,1209361
C1522,Premium,24,105,126,Mobile,,4,23,7,249605
C1523,premium,22,25,49,desktop,,1,32,7,1419712
C1524,standard,47,99,4,Mobile,Surabaya,3,31,10,766712
C1525,Premium,22,181,118,Mobile,,5,33,5,861522
C1526,premium,31,102,132,MOBILE,,1,1,8,1121371
C1527,Premium,25,112,72,Mobile,,3,35,7,145303
C1528,Basic,38,143,92,Mobile,,4,2,8,1143089
C1529,standard,49,188,13,desktop,,0,28,0,864371
C1530,premium,38,37,27,Mobile,,5,4,0,761135
C1531,standard,34,161,71,Mobile,,1,30,0,1330997
C1532,standard,52,39,53,mobile,,0,1,6,20051
C1533,Basic,42,96,100,mobile,,1,11,7,1601575
C1534,basic,37,124,120,mobile,,2,18,9,376348
C1535,Basic,45,38,101,Desktop,,0,34,7,528604
C1536,basic,18,31,134,Desktop,,3,7,3,1294109
C1537,Premium,56,,60,mobile,,2,9,2,909707
C1538,standard,26,183,31,Mobile,,0,19,6,1411165
C1539,standard,57,,126,desktop,,4,18,11,495059
C1540,premium,40,177,97,desktop,,0,27,7,1066470
C1541,basic,56,12,72,MOBILE,,4,24,9,632427
C1542,Premium,18,137,78,Mobile,,0,35,8,719830
C1543,Premium,24,87,43,Mobile,,1,10,11,1379003
C1544,Basic,38,154,18,Desktop,,1,32,4,1041162
C1545,Standard,21,187,15,mobile,,3,15,7,1045900
C1546,Basic,57,155,54,desktop,,1,3,11,2085238
C1547,premium,26,182,135,MOBILE,,3,27,0,2112651
C1548,Basic,48,190,37,mobile,,2,7,8,808307
C1549,Standard,40,95,97,MOBILE,bandung,3,25,10,311651
C1550,Basic,30,144,98,mobile,,2,20,8,-56558
C1551,standard,53,53,41,MOBILE,,2,20,0,993735
C1552,Basic,26,93,91,Mobile,,1,1,3,1112490
C1553,premium,30,19,28,MOBILE,,4,18,11,1280533
C1554,Premium,22,44,35,mobile,,1,34,3,562915
C1555,Basic,55,193,118,desktop,,5,35,11,1866501
C1556,Standard,59,22,135,desktop,,0,22,5,700836
C1557,Basic,45,94,122,Desktop,,3,18,0,789561
C1558,Basic,39,20,37,MOBILE,Jakarta,0,25,1,1395930
C1559,Basic,29,60,143,mobile,,1,7,3,1094671
C1560,Standard,55,20,17,Mobile,,2,16,0,373861
C1561,standard,25,104,84,mobile,,4,11,5,1567544
C1562,basic,36,117,131,mobile,,0,27,6,1699393
C1563,Standard,29,113,115,Mobile,,4,24,5,1624702
C1564,Premium,44,146,11,desktop,Medan,1,24,3,1366957
C1565,Standard,26,68,87,Desktop,,3,25,9,1940021
C1566,standard,43,66,60,MOBILE,jakarta,5,1,10,600610
C1567,Standard,33,30,56,Mobile,,1,6,3,50804
C1568,Basic,53,167,112,mobile,,5,33,2,563663
C1569,Basic,58,148,7,MOBILE,,4,18,11,1955249
C1570,basic,22,139,30,MOBILE,,3,19,9,1308448
C1571,Standard,24,52,72,desktop,,1,20,3,405687
C1572,standard,19,194,24,desktop,,5,20,8,994530
C1573,premium,49,185,83,MOBILE,,4,7,11,1201981
C1574,standard,32,69,62,Desktop,,4,2,0,1433080
C1575,premium,59,71,149,mobile,,0,6,0,801741
C1576,Basic,42,147,59,desktop,Surabaya,5,28,10,1828991
C1577,Standard,32,133,6,MOBILE,Medan,5,24,11,1580305
C1578,Premium,27,84,99,Mobile,,3,1,8,1496618
C1579,standard,20,95,84,MOBILE,,3,13,2,785267
C1580,Basic,37,59,5,desktop,,1,7,10,466844
C1581,standard,40,165,124,Mobile,,4,9,10,363453
C1582,standard,41,106,54,MOBILE,,1,14,1,1556252
C1583,Standard,32,186,75,Desktop,,3,27,3,1956940
C1584,Premium,37,191,86,Mobile,,2,10,8,1648652
C1585,basic,18,125,14,Desktop,,5,35,2,802978
C1586,basic,24,193,21,Mobile,,0,2,8,1887991
C1587,basic,35,93,41,Desktop,,1,10,3,716782
C1588,Premium,42,126,137,MOBILE,,3,7,4,2190169
C1589,premium,39,10,90,Desktop,,3,32,6,1583090
C1590,Premium,44,173,53,mobile,,1,19,8,1774683
C1591,Standard,49,101,22,MOBILE,,4,30,6,990023
C1592,Basic,43,149,26,mobile,,5,3,7,1486678
C1593,standard,23,159,57,Desktop,,5,24,0,554409
C1594,basic,20,164,31,Desktop,,0,8,7,112836
C1595,basic,21,177,112,mobile,,1,12,4,189071
C1596,Premium,46,59,91,desktop,,1,22,5,525680
C1597,Basic,42,97,72,Mobile,,2,20,5,832147
C1598,Basic,53,186,36,Desktop,,4,30,8,1154546
C1599,basic,31,,73,mobile,,0,17,1,1708832
C1600,standard,28,,47,Desktop,,2,19,0,1818359
C1601,Basic,21,64,71,Mobile,,0,33,11,63052
C1602,basic,55,11,130,desktop,,4,25,8,1602361
C1603,Premium,20,108,140,Mobile,,2,3,3,1004118
C1604,standard,34,183,108,desktop,,5,3,10,1670997
C1605,Standard,24,133,5,MOBILE,,5,16,8,1819100
C1606,standard,39,108,71,Mobile,,1,4,11,1653731
C1607,basic,51,21,104,desktop,,5,10,6,804120
C1608,basic,36,187,60,MOBILE,,4,21,1,1119580
C1609,Premium,29,118,36,desktop,,2,6,11,962192
C1610,standard,20,71,31,MOBILE,,0,10,11,556939
C1611,premium,32,94,76,desktop,,3,9,10,236300
C1612,Basic,48,159,36,MOBILE,,1,20,10,1685100
C1613,standard,22,116,54,MOBILE,,4,1,1,752346
C1614,Basic,38,124,148,Desktop,,0,7,2,1697993
C1615,basic,39,118,130,MOBILE,,5,6,5,1907676
C1616,Basic,29,133,5,MOBILE,,3,32,3,210617
C1617,Standard,38,10,129,mobile,,5,14,3,492529
C1618,premium,31,151,84,mobile,Medan,3,23,2,1830740
C1619,Premium,59,59,36,Desktop,,2,19,8,1082711
C1620,standard,48,85,27,Desktop,,5,17,2,1527488
C1621,Standard,44,94,88,desktop,,3,25,2,857077
C1622,basic,57,12,43,desktop,,1,9,7,896157
C1623,basic,29,34,72,MOBILE,,0,3,9,1685833
C1624,Premium,41,164,80,desktop,,5,28,0,471903
C1625,Standard,53,72,47,MOBILE,,3,11,6,1276750
C1626,Basic,57,162,93,Desktop,Bandung,3,16,4,235696
C1627,premium,49,114,126,mobile,,4,13,4,1527121
C1628,premium,39,46,66,MOBILE,,5,19,10,1164915
C1629,premium,52,25,124,desktop,,3,32,8,1332472
C1630,basic,32,100,112,desktop,,2,13,11,96881
C1631,basic,28,122,11,MOBILE,,3,3,3,827322
C1632,Basic,50,24,36,mobile,,0,20,4,1210275
C1633,Basic,24,132,94,mobile,,0,31,0,1616165
C1634,basic,46,14,74,Mobile,,1,26,1,698422
C1635,Standard,22,116,66,Desktop,,1,19,2,1223439
C1636,basic,26,85,144,Mobile,,2,32,4,1165473
C1637,standard,52,60,48,mobile,,5,2,4,527639
C1638,Standard,36,68,145,Desktop,,0,7,7,217664
C1639,Premium,47,147,15,Mobile,,0,9,8,1763638
C1640,Basic,25,56,57,Desktop,,3,26,4,1610696
C1641,basic,34,166,95,desktop,,1,32,6,1088435
C1642,Premium,48,100,71,desktop,,2,5,11,175245
C1643,Premium,25,177,75,Desktop,,5,26,6,1823262
C1644,premium,47,163,142,desktop,,2,23,2,12010
C1645,standard,38,113,58,mobile,,2,19,3,378354
C1646,Standard,52,56,134,desktop,,2,26,6,1558249
C1647,standard,30,52,73,Desktop,,5,35,4,1817982
C1648,premium,32,149,48,Desktop,,5,33,6,1086383
C1649,premium,55,60,71,desktop,,3,19,9,1910248
C1650,premium,41,80,99,Desktop,,5,6,11,1628359
C1651,premium,25,64,129,Desktop,,4,1,9,1359076
C1652,standard,38,64,6,Mobile,,3,1,0,699474
C1653,standard,34,64,110,MOBILE,,3,13,9,386214
C1654,Standard,41,136,31,Mobile,,4,11,0,157318
C1655,Basic,32,97,1,desktop,,0,10,10,1117383
C1656,Basic,43,70,104,Desktop,,0,28,3,1658157
C1657,Standard,35,175,36,mobile,,1,19,11,907593
C1658,standard,58,176,50,MOBILE,,4,3,7,1616075
C1659,premium,58,134,64,desktop,,4,15,3,474552
C1660,standard,23,87,75,mobile,,1,10,11,643178
C1661,standard,31,160,116,desktop,,0,25,4,429456
C1662,Premium,23,181,100,desktop,,2,2,6,1053547
C1663,standard,40,49,100,MOBILE,,2,35,6,1079622
C1664,standard,32,21,128,Mobile,,0,33,4,226005
C1665,standard,49,142,131,mobile,,1,34,3,890151
C1666,premium,55,22,19,Desktop,,2,35,8,1746787
C1667,Basic,58,21,56,Mobile,,3,31,5,680103
C1668,Premium,18,83,130,MOBILE,,5,30,11,1222003
C1669,premium,51,116,17,MOBILE,,3,26,4,457836
C1670,basic,49,185,70,Mobile,,3,3,6,1496746
C1671,basic,55,22,49,Mobile,,1,21,10,1441994
C1672,premium,31,89,147,Desktop,,4,6,0,1486451
C1673,premium,33,61,20,Desktop,,2,19,6,1465121
C1674,Standard,36,135,46,Mobile,,0,5,5,1183094
C1675,Basic,44,157,133,desktop,Bandung,2,35,1,355086
C1676,Premium,37,49,112,desktop,,0,5,3,354891
C1677,Premium,41,178,107,mobile,,2,33,5,544870
C1678,Premium,56,141,137,Mobile,,2,6,11,1376008
C1679,Basic,37,150,33,desktop,,0,35,5,1709471
C1680,basic,47,156,89,MOBILE,,0,17,2,1917743
C1681,standard,35,163,48,MOBILE,,1,16,10,1217149
C1682,standard,32,75,127,Desktop,Medan,2,22,0,1971338
C1683,standard,22,145,50,MOBILE,,2,14,11,454522
C1684,Basic,21,175,137,Desktop,,5,23,8,240617
C1685,basic,27,156,136,Desktop,,1,20,6,1246449
C1686,Standard,35,117,121,mobile,,2,35,11,476270
C1687,premium,25,69,62,Desktop,,0,16,0,431430
C1688,premium,51,179,46,mobile,,2,27,5,545742
C1689,Basic,32,115,104,Desktop,,5,11,5,1608295
C1690,premium,59,139,141,Mobile,,4,15,9,767429
C1691,basic,43,44,145,mobile,,5,5,10,294277
C1692,Premium,25,194,79,desktop,,1,6,8,1586023
C1693,Standard,25,189,41,desktop,,0,3,0,180330
C1694,premium,32,111,38,mobile,,3,22,8,706477
C1695,Premium,47,132,53,mobile,,0,20,9,512640
C1696,Basic,21,69,123,MOBILE,,5,26,9,1830190
C1697,standard,50,19,87,Desktop,,1,13,3,1268732
C1698,Standard,37,64,12,mobile,,1,10,2,1766949
C1699,Standard,29,50,21,Mobile,,1,17,8,1675534
C1700,standard,22,95,110,desktop,,2,15,4,665226
C1701,Premium,54,52,73,MOBILE,,4,20,10,1738727
C1702,standard,24,89,30,Mobile,,2,22,9,1983797
C1703,Premium,36,117,17,mobile,,3,6,6,1456497
C1704,Premium,22,103,101,MOBILE,,5,4,3,198472
C1705,basic,19,84,145,MOBILE,,3,2,5,1916528
C1706,premium,34,90,83,Desktop,,2,18,7,264824
C1707,Basic,55,181,146,Desktop,,3,10,3,367282
C1708,premium,45,176,74,mobile,,4,28,11,1435999
C1709,Premium,27,14,148,desktop,,0,31,11,1278008
C1710,standard,41,188,107,Mobile,,5,11,10,434082
C1711,Premium,25,35,149,mobile,,3,21,6,705257
C1712,basic,23,84,1,desktop,,4,2,9,21594
C1713,Basic,19,30,75,desktop,,4,27,9,1539655
C1714,basic,31,22,149,Mobile,,3,18,4,493614
C1715,standard,33,144,113,Mobile,,0,29,9,1136124
C1716,Standard,25,194,43,Mobile,,3,26,1,269753
C1717,standard,18,65,103,desktop,,0,14,11,1399824
C1718,basic,51,97,66,Desktop,,0,16,9,2130343
C1719,premium,37,63,41,MOBILE,,5,15,11,764681
C1720,basic,48,23,80,Desktop,,1,14,2,1176973
C1721,Premium,21,177,25,MOBILE,,4,29,3,1947734
C1722,basic,44,110,126,mobile,,5,33,3,628163
C1723,Premium,22,61,107,MOBILE,,3,2,10,1551524
C1724,Standard,32,124,116,mobile,,3,16,1,615361
C1725,Standard,27,126,143,mobile,,0,13,1,88839
C1726,standard,57,31,56,MOBILE,Bandung,5,2,10,1509813
C1727,basic,35,98,108,MOBILE,,2,14,7,1060116
C1728,Premium,43,21,115,MOBILE,,2,21,4,73025
C1729,Premium,25,197,62,Desktop,,3,18,9,1693121
C1730,Premium,18,84,108,mobile,,3,17,1,336893
C1731,Standard,49,148,93,Mobile,,1,23,0,459007
C1732,premium,53,171,72,MOBILE,,1,2,1,647937
C1733,basic,18,20,28,MOBILE,,5,24,2,2068371
C1734,Basic,52,146,7,desktop,,0,3,9,1987058
C1735,premium,50,134,54,Desktop,,3,25,3,1062328
C1736,Premium,52,145,47,Mobile,,2,4,5,288480
C1737,premium,54,102,141,mobile,,1,6,3,1425514
C1738,standard,37,124,132,Mobile,Medan,2,5,4,1673558
C1739,premium,44,145,96,MOBILE,,1,8,4,1254883
C1740,Standard,23,87,122,Mobile,,0,14,9,1403826
C1741,basic,25,166,145,Mobile,,5,3,5,548954
C1742,Premium,59,96,41,Desktop,,3,5,11,372059
C1743,Standard,37,169,60,MOBILE,jakarta,2,8,11,1331444
C1744,Basic,30,19,63,Mobile,,3,25,1,952892
C1745,standard,48,111,131,desktop,,3,32,10,1171909
C1746,basic,43,29,13,MOBILE,,2,15,3,1932504
C1747,premium,57,84,107,mobile,bandung,0,35,2,647877
C1748,standard,38,116,20,desktop,,4,33,8,690548
C1749,Standard,24,,65,Mobile,,2,33,9,1437176
C1750,Standard,29,198,42,Mobile,Bandung,5,6,2,467318
C1751,premium,18,188,149,mobile,,1,33,11,852936
C1752,premium,40,157,52,desktop,,2,30,6,638656
C1753,premium,28,23,2,mobile,,0,3,10,1720821
C1754,basic,51,167,74,MOBILE,,5,19,1,316836
C1755,Basic,20,140,51,mobile,,1,26,5,1222721
C1756,standard,34,52,69,mobile,,1,29,11,1364898
C1757,basic,55,99,22,MOBILE,,1,31,9,841284
C1758,basic,23,131,96,desktop,,1,32,9,940030
C1759,Premium,52,162,94,MOBILE,Jakarta,3,19,4,974752
C1760,Basic,28,149,8,Desktop,,4,12,9,1619999
C1761,Premium,45,64,48,desktop,,0,23,9,152066
C1762,Standard,57,33,139,Mobile,,3,33,4,663594
C1763,Premium,39,123,101,mobile,,5,14,2,640230
C1764,Premium,27,15,106,Desktop,,5,22,10,1628723
C1765,Standard,28,141,38,Mobile,,3,26,9,694805
C1766,Standard,32,143,19,Desktop,,5,7,1,80709
C1767,Standard,21,33,21,MOBILE,,4,7,6,991128
C1768,basic,46,173,147,MOBILE,,0,26,11,1004536
C1769,premium,49,149,124,mobile,,3,13,10,1219445
C1770,basic,58,181,3,Mobile,,0,26,6,1931821
C1771,basic,50,177,37,Desktop,,5,35,7,247356
C1772,standard,54,163,23,mobile,,0,2,0,1186741
C1773,Standard,29,144,103,Desktop,,5,26,11,1155434
C1774,Standard,21,98,95,MOBILE,,4,31,11,458206
C1775,standard,19,76,40,desktop,,2,33,2,793314
C1776,standard,38,103,8,desktop,,5,20,11,972939
C1777,Premium,51,55,144,Mobile,,3,20,6,1628146
C1778,Basic,58,150,94,Desktop,,2,8,11,1519447
C1779,premium,58,159,5,Mobile,,2,23,8,405705
C1780,premium,29,53,102,Desktop,,3,28,6,1448746
C1781,premium,27,23,118,MOBILE,,5,5,3,294490
C1782,premium,41,69,79,Desktop,,5,5,9,1032889
C1783,Basic,25,25,111,mobile,,1,4,10,500797
C1784,standard,23,121,148,MOBILE,,0,27,2,300344
C1785,basic,50,52,22,mobile,,2,3,0,1505386
C1786,Basic,44,151,148,mobile,,3,17,4,181866
C1787,premium,39,199,44,Desktop,Bandung,4,34,9,1340421
C1788,Basic,55,160,137,MOBILE,,2,23,7,1753624
C1789,premium,51,153,76,desktop,,5,6,9,713753
C1790,Standard,59,65,91,Desktop,,4,28,0,449452
C1791,Basic,48,184,49,mobile,,5,6,2,299048
C1792,Premium,59,191,116,MOBILE,,0,3,5,719248
C1793,premium,36,20,130,mobile,,2,16,1,501608
C1794,premium,18,107,83,mobile,,2,19,11,582272
C1795,standard,31,109,132,Mobile,,4,1,0,1680707
C1796,Standard,22,126,54,MOBILE,,5,2,3,666112
C1797,premium,29,76,33,desktop,,0,29,11,1529613
C1798,standard,58,170,28,MOBILE,,3,6,2,374449
C1799,Premium,48,84,2,MOBILE,,2,29,11,1942680
C1800,Standard,22,186,23,Mobile,,0,14,0,1132265
C1801,Basic,57,110,68,desktop,,0,1,9,1451628
C1802,Premium,20,78,125,Mobile,,5,6,1,1281864
C1803,Premium,42,160,134,MOBILE,,2,29,9,758214
C1804,premium,28,14,97,Mobile,,1,2,4,937926
C1805,basic,57,76,94,MOBILE,,2,14,0,833303
C1806,standard,52,85,123,mobile,,1,4,9,121684
C1807,standard,45,92,144,Desktop,,2,33,11,1057425
C1808,Basic,52,174,73,Desktop,,1,20,7,1456434
C1809,Standard,40,133,99,Desktop,,0,31,4,180684
C1810,Standard,56,182,21,Desktop,,1,29,3,291448
C1811,Basic,43,173,123,Mobile,,4,27,8,1627143
C1812,standard,28,29,89,desktop,,2,6,9,1228116
C1813,standard,36,179,81,Mobile,,4,29,2,205981
C1814,Premium,46,118,149,mobile,,4,2,10,1310118
C1815,premium,53,,24,Desktop,,1,34,2,1821319
C1816,Premium,58,148,34,mobile,,3,9,2,63587
C1817,Basic,44,39,27,MOBILE,,3,30,9,412735
C1818,Standard,19,133,109,Desktop,,3,17,11,1005642
C1819,basic,41,23,144,desktop,,3,20,3,1123037
C1820,standard,48,17,16,Desktop,,0,4,10,1878362
C1821,premium,21,59,102,desktop,,5,27,3,1021907
C1822,premium,37,37,45,Desktop,,1,13,11,907081
C1823,Premium,37,68,129,Mobile,,4,33,3,336795
C1824,premium,52,135,134,Mobile,,1,18,1,135632
C1825,basic,26,121,76,desktop,,3,8,7,18937
C1826,Standard,43,105,144,MOBILE,,2,26,0,534320
C1827,basic,25,91,70,Mobile,,3,23,10,1428571
C1828,Premium,50,43,63,MOBILE,,4,13,6,1103336
C1829,Basic,26,28,45,Desktop,,2,17,11,962094
C1830,Basic,48,38,130,mobile,,1,20,3,1601256
C1831,Basic,27,,59,desktop,,3,3,3,797253
C1832,Premium,24,89,82,Desktop,,2,32,4,152466
C1833,basic,57,194,62,mobile,,2,28,9,347322
C1834,standard,38,179,92,desktop,,0,15,6,1406731
C1835,Premium,45,139,75,MOBILE,,4,19,6,1201726
C1836,basic,23,154,54,mobile,,4,31,8,604522
C1837,Standard,59,112,66,Mobile,,1,28,10,542561
C1838,Premium,18,184,90,desktop,,5,15,11,1208072
C1839,Premium,57,123,117,mobile,,1,17,6,1752187
C1840,standard,25,117,13,mobile,,4,20,10,79425
C1841,standard,27,66,55,desktop,,4,25,6,926497
C1842,Basic,51,79,47,Desktop,,4,12,2,1810798
C1843,premium,19,153,38,mobile,,4,13,0,1132172
C1844,Basic,29,27,10,mobile,,4,13,11,846055
C1845,Premium,19,,5,mobile,,1,2,7,914038
C1846,premium,56,165,65,MOBILE,,5,1,7,2033131
C1847,Basic,38,24,126,mobile,bandung,5,33,2,1231392
C1848,standard,20,95,73,desktop,,5,7,7,1108081
C1849,Standard,42,103,70,Mobile,,3,33,8,192575
C1850,Premium,21,172,85,Desktop,,2,32,2,217642
C1851,Premium,52,171,99,Desktop,,5,3,9,446884
C1852,premium,43,75,2,Desktop,,4,5,5,564576
C1853,premium,20,179,132,Mobile,,5,17,2,718340
C1854,Premium,19,14,37,Desktop,,1,28,5,1656395
C1855,Standard,34,199,149,desktop,,0,21,8,421046
C1856,Standard,31,104,68,MOBILE,Jakarta,2,26,11,1255135
C1857,Standard,28,12,96,MOBILE,,5,33,8,1195423
C1858,premium,50,177,32,Desktop,,4,5,7,1266209
C1859,basic,48,58,30,Mobile,,0,3,3,620978
C1860,Basic,53,158,37,Desktop,,1,25,2,793346
C1861,Standard,31,80,35,MOBILE,,4,24,4,300307
C1862,basic,27,94,139,desktop,,4,5,2,540120
C1863,Basic,50,187,125,mobile,,2,9,10,1238705
C1864,premium,46,114,22,desktop,,5,21,1,1885976
C1865,Basic,31,149,20,mobile,,4,21,2,542142
C1866,Standard,28,35,1,Desktop,Surabaya,0,9,3,888777
C1867,Premium,37,50,107,MOBILE,,0,9,0,151799
C1868,Standard,44,125,64,mobile,,2,15,1,174524
C1869,Premium,44,184,77,Mobile,,3,13,1,890637
C1870,Standard,25,112,7,MOBILE,,3,30,2,184995
C1871,standard,24,174,35,MOBILE,,5,13,5,1428166
C1872,basic,43,42,10,mobile,,5,32,7,1678716
C1873,standard,57,33,96,desktop,,5,4,5,1284963
C1874,Standard,45,79,109,desktop,,3,5,6,1203207
C1875,Premium,38,160,42,mobile,,0,11,6,1280202
C1876,standard,19,22,64,MOBILE,,0,8,0,1148513
C1877,basic,56,94,33,mobile,,3,4,5,151718
C1878,standard,22,157,72,MOBILE,,2,30,4,486404
C1879,standard,41,178,48,MOBILE,,2,19,6,1034693
C1880,Basic,54,17,107,Mobile,jakarta,0,22,2,2028581
C1881,basic,48,77,133,MOBILE,,2,14,3,1103948
C1882,standard,20,173,2,MOBILE,,4,23,0,671368
C1883,Basic,18,132,108,Mobile,,5,26,1,1299423
C1884,Basic,48,93,45,MOBILE,,1,34,8,1831644
C1885,premium,42,174,12,mobile,,0,6,9,355503
C1886,Premium,51,14,128,desktop,,1,6,8,1293243
C1887,premium,54,105,17,Mobile,,2,34,7,1299591
C1888,basic,45,109,56,desktop,,4,33,1,1873340
C1889,Premium,39,180,97,mobile,,5,6,7,316865
C1890,premium,59,173,1,Desktop,,1,13,0,461290
C1891,Premium,36,92,105,MOBILE,,1,26,3,1213164
C1892,basic,42,186,15,MOBILE,,5,15,5,1197759
C1893,premium,58,102,101,MOBILE,,0,21,9,839308
C1894,Basic,53,74,67,Desktop,Surabaya,0,13,6,1121238
C1895,Basic,35,140,119,mobile,,2,24,9,785034
C1896,Standard,51,86,38,desktop,,1,22,10,1056298
C1897,Standard,38,95,45,MOBILE,,3,35,3,603709
C1898,Standard,20,33,144,mobile,,2,7,5,345400
C1899,Standard,18,193,4,desktop,,1,10,0,1233066
C1900,Premium,52,65,54,desktop,,2,20,1,1223004
C1901,premium,57,180,95,mobile,,3,11,1,1882653
C1902,Premium,49,198,77,MOBILE,,2,29,3,1931935
C1903,Standard,37,19,48,mobile,,4,15,3,257030
C1904,standard,41,52,99,mobile,,4,10,3,1647651
C1905,Premium,49,104,68,Mobile,,5,16,6,759085
C1906,basic,31,,140,Mobile,bandung,2,5,1,1136012
C1907,standard,34,157,145,desktop,,2,12,11,217134
C1908,Basic,53,42,148,desktop,,4,20,1,464815
C1909,basic,46,142,63,Mobile,,5,22,3,1003160
C1910,Basic,24,53,17,MOBILE,,0,3,4,287775
C1911,Premium,47,103,40,mobile,,1,27,6,297058
